subject_id,k_self,k_other,beta_self,beta_other,k_self_2K1B,k_other_2K1B,beta_2K1B
155,1.42104939348131e-08,0.254549752226747,1.20457075528967,1.40677970873278,1.48505528664597e-08,0.255226181372608,1.81952091221541
548,3.25573305914271e-08,0.249759554396803,41.6606623726757,22.9461885384119,2.65800939124612e-09,0.250052328935812,20.4028005240728
1126,1.04094359351463e-08,0.256882966772748,1.34621336193157,1.79161132125104,8.81143007703143e-09,0.254744830617538,2.02294757693953
1363,6.51090220421407e-07,0.253389214212127,0.841722822582322,48.2960368590506,7.5163271262071e-08,0.259218200420866,0.523670789889541
1499,0.153298444620406,0.250983756231303,0.167412112389469,50.00797842782,0.0993691238072908,0.250205797816359,0.853783161764252
1867,0.0534943710404513,0.340218046179867,0.00196901477249296,0.756503820025891,0.148183499028671,0.243328735678818,1.98150711380461e-08
2397,0.156628768604587,0.249916065222246,1.97977400126435,49.9828753907426,0.162047121458376,0.249979202645679,1.72680369925047
2690,0.0525017097791428,0.249208094836307,0.911659851673862,50.3177204774885,0.061235908771063,0.24999422723016,1.53361880489696
2803,0.499999955752379,0.262697273666347,1.32402967157781,1.425469738241,0.499999960228247,0.249957577103644,0.475242287308902
2854,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
2899,0.0564229375982648,0.333124775935992,0.00102154033533375,1.19924260183292,0.0510068544247836,0.249751861338408,0.836883528582689
2959,7.32951616984576e-06,0.250025550816343,0.154913866200372,50.0410990286589,0.078005419765296,0.249862098483543,0.996871731590939
2998,0.285142488420668,0.250047482446005,0.417510999872801,50.0191336821708,0.171231427417989,0.250931878149056,1.20212026465548
3472,7.16618869124864e-08,0.192215949797235,29.4232622029284,4.64191460293987,5.82064269982136e-09,0.354060112826626,19.5712942991379
3624,0.137049869296595,0.250039181540917,1.72334536653102,50.0329574540642,0.139359027299038,0.250046903471766,1.57113623746422
4164,5.90974075377378e-09,0.282991026132734,13.8482009083114,4.02511936440474,9.40044412654201e-09,0.224875001542282,0.987300261335931
4231,1.8133700193378e-07,0.250008945879461,0.41961795858735,49.9954655706388,1.65382764161532e-07,0.249442932066555,1.06872292659838
4920,6.87176172752232e-09,0.24984387754278,38.80556511375,26.1948664703369,1.45938568288659e-08,0.252560691897021,18.8751499514758
5113,0.49999996592389,0.249739997644653,1.08434968664826,4.27450342407744,0.499999994844037,0.215139173794527,1.88824394017661
5156,9.05864588588377e-09,0.250956640327539,1.58740089798905,50.0525240757586,0.000658865944305746,0.249744288632259,2.19732615932363
5495,0.0452508318815077,0.251177543673195,0.528184995996589,49.9317870221568,0.0628167798114883,0.250044722525741,1.27583533696715
5654,0.41775348605445,0.250145746570644,0.467072499819094,49.9218662659904,0.233471392322413,0.249797418155649,1.32556194399037
5918,0.499999467664386,0.247292296463334,1.32403186139384,3.00394894571401,0.499999616729845,0.250804580320093,0.912068429427879
6055,9.72531175195226e-09,0.246902007864163,1.24871442509478,1.55328373826132,4.56616831377991e-08,0.251147244141656,1.58740111959999
6121,1.34310221549801e-09,0.259079925503266,33.5486111522869,27.1350846288222,1.74363986070173e-10,0.418786867086828,15.2613445413979
6335,7.50175295729461e-09,0.245437252088979,1.58740103100659,1.57282737664809,6.57121617902894e-09,0.251252044489354,2.19282481903751
6397,6.67293456504917e-09,0.249948316918173,39.9212081630622,21.5898753549437,1.41739368191465e-08,0.249987442563794,18.7757725195243
6495,1.35121079219743e-09,0.250099542320269,1.15505653200615,49.9948230256882,1.3731312575772e-07,0.250418662864874,1.80423016800335
6604,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
6644,0.0268844648968816,0.250118484337945,0.230361412813572,50.1990457340179,0.0222724350426647,0.247542266131288,0.213064989131104
7656,0.499999140459705,0.249013148587896,0.330068878923613,48.8930466959313,0.300331262786696,0.249826511872202,0.963526076286687
7772,1.66494213974182e-08,0.242790692893151,1.51451419013473,0.97389857616498,1.61759052620606e-08,0.252253452589304,1.34621402414943
7803,0.115354635865305,0.25006103268569,0.67790055023495,50.0770689182479,0.147863629261528,0.248196780002147,0.307136100984348
7927,2.06497648130576e-07,0.249033355615383,44.6816082118365,17.4386733513402,3.83678354634376e-09,0.374123247424903,19.0262756222565
8704,0.0365736136274411,0.24915458212345,1.49975757100908,50.0050005854277,0.0411211220215224,0.249862257984262,2.09729260282811
8949,0.0465398842566877,0.250510680171402,0.874552444561848,49.847851916045,0.0488434135490603,0.25005897279285,0.951019282626486
8987,1.75639801290391e-09,0.249630095250216,47.4641078491068,14.0787761625665,3.68257231152809e-09,0.230600815950632,23.2324646315402
9045,0.0709799857211021,0.25010364759929,2.35532278914102,50.0114020130965,0.072076798315565,0.250646923386585,2.90292876714473
9203,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
9350,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
9779,0.0122951670404949,0.25480516172691,0.573062592441163,50.1534245564734,0.0441897931074943,0.250045365222222,1.01089100040654
