Row,onekonebeta,onektwobetamodel,twokonebetamodel,twoktwobetamodel
sum_AIC,1838.06930528563,2385.21814052226,1841.28330099504,2467.21789729575
sum_BIC,1991.50778818007,2615.37586486393,2071.44102533671,2774.09486308465
sum_NLL,837.034652642813,1069.60907026113,797.641650497521,1069.60894864788
