subject_id,k_self,k_other,beta_self,beta_other,k_self_2K1B,k_other_2K1B,beta_2K1B
332,2.45680462287026e-08,0.247401761428105,0.839116944752972,1.31082456306667,1.62055576854648e-07,0.251210179290865,1.51360680906905
849,1.05396139619e-07,0.253150024135691,12.6065858482137,6.49834236722233,1.76663803433362e-10,0.397104245587458,15.0616996606327
893,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
974,0.110585140251394,0.250014287499901,2.57024758709211,49.9962178855718,0.113428840416073,0.250314431172362,1.84772540430773
1019,0.499999937306142,0.25161312800847,0.55532703559158,2.20786858812437,0.499999838631435,0.250094585763262,1.02527319361708
1083,0.127512711384746,0.249941748491779,0.950313714692445,49.6018757272689,0.129609921180404,0.249997465797744,0.875298986943264
1252,2.26130270978385e-08,0.255438141679975,0.827556878846345,1.12966388383928,2.28943596553317e-08,0.246338955764657,0.888578474343123
1423,6.12686999890087e-09,0.244193590317696,42.0408875289056,20.7067187711035,3.23261501728146e-09,0.381319884263679,19.0523121204748
1870,0.499999918784558,0.249960491287311,0.26843288923167,50.1977354811016,0.252648148628717,0.249691267658485,0.88309694577479
2411,6.40857858277612e-09,0.24634867576492,1.93708257276892,2.01479598946319,7.36684128164906e-09,0.228375737809439,1.56262011894473
2431,1.20456663833771e-08,0.250430317670799,0.540201756833296,50.013249389042,0.0131632710776519,0.250027786834117,1.16208922494881
3103,0.0463928073465604,0.249997915676072,1.52214576023981,50.0037250845689,0.0491337445252341,0.249311289512835,2.21592234636722
3178,3.26467695388088e-08,0.141952025845218,1.58740157013366,0.20064362934709,6.5297233507041e-09,0.248528201648979,1.5874006539995
3210,4.04050382158264e-08,0.156641578635673,1.18684667815297,0.196211189295904,6.73634938094314e-09,0.249831528144135,1.79395645789696
3228,5.79572716049222e-09,0.272525840167741,2.16997928557036,1.92381839800359,5.77918481900544e-09,0.25096767952907,2.18158239658946
3771,6.79599357548018e-09,0.151619372897327,1.51451615841828,0.299101497941994,6.75743588496603e-09,0.232901357427355,1.53284658114747
3928,1.80653815728763e-08,0.250034552965505,15.8160525686592,72.7947710290662,5.55434929251801e-09,0.233318943496463,2.04452179526741
4241,1.92725066418959e-07,0.222179309388294,27.6783618465316,16.9039241474781,6.06316676007818e-09,0.246650560637017,2.6900041489806
4625,0.0484931089147866,0.248954418485089,0.000285300441422383,49.7888206630677,0.21766830096877,0.272623197842699,9.73503661769465e-08
4961,2.7915973401379e-09,0.242898298817781,1.43073008457362,1.52121139420934,1.3883927632485e-08,0.258538616676154,2.00760292552818
5096,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
5273,1.09714008525578e-08,0.20606781653709,2.16998082875223,1.09633445923131,2.19242299934157e-09,0.252196944751295,2.18158237977864
5822,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
5835,1.08508145622461e-07,0.256120722906537,42.3207206232651,15.5881464544431,2.64999496252467e-09,0.152503814838113,20.1048628792138
6246,0.49999994286685,0.252959956275964,0.497268191302373,2.02856276357679,0.499999885443252,0.25043253032065,0.912068461303468
6324,0.152532108398371,0.249524517023788,0.315965157582282,49.5511688040674,0.111422818839905,0.250053954067035,1.27962230478512
6332,0.499999022331793,0.252655788971423,0.11829594157631,49.9884250186013,0.277498678669045,0.246882944178302,0.47075230728739
6469,0.040104091618362,0.249871084783913,1.20009692912692,50.0360267708175,0.0473518382662111,0.250521635518467,1.57475994169313
6707,9.50699554081234e-10,0.22192274285546,14.9932742974472,6.91501850728634,1.86848480969332e-10,0.420295945532097,15.2591278309262
7047,8.76625235184061e-09,0.249772719819889,43.508574655555,19.6518929559329,2.03692891176055e-08,0.250000004477417,18.7015904781902
7107,8.12522681688807e-09,0.24976137194385,0.390222763716764,50.1473012977016,2.67408826874727e-07,0.251608605927425,1.04804902570128
7389,2.22454388340529e-10,0.356465405995764,16.7026823839701,7.51709709431619,5.93390220802667e-09,0.253971359451071,2.77172795140965
7512,7.47605735736823e-09,0.249879087160491,31.9919063478127,16.9396246661391,7.5626068428279e-10,0.250428210101273,20.763211211035
7875,6.86534452065047e-09,0.244459856795486,44.0742129917955,13.6537432897112,6.04614770955963e-10,0.24999986071011,26.4632907476594
7937,2.64027191991172e-08,0.148254572993404,2.16998134302219,0.242436387508593,4.48483219806586e-09,0.243314433314736,2.82591382321509
8228,0.222375767969477,0.250063151406295,0.124360984125648,50.2938598555697,0.112566436301533,0.24891153546775,0.668087445448503
8251,1.23042167300314e-08,0.24584629578638,1.58740106707693,1.03126673698357,1.23570041650551e-08,0.3414495152257,2.19282955368778
8604,1.53032635138469e-07,0.250157180035978,44.209244174215,18.8857933057954,1.74226881755613e-10,0.429249223710007,15.2734996012184
8925,0.1163798244669,0.330860182045699,0.00352465101666586,0.601778116993829,0.0791142753308289,0.250076378812317,0.759544416964249
9477,2.55694621458586e-10,0.113595766870398,22.2950675679487,5.61329870109407,3.06342056479397e-08,0.250145501338586,18.6230209543351
9585,3.13980268168166e-08,0.248783897183758,42.0390778765826,21.7212850412431,1.38540965067006e-08,0.24952146274505,18.8717531752757
9593,5.38926327140996e-09,0.294850136129665,13.4531959880708,4.50285374792212,7.3168852761458e-09,0.248533144357634,1.57001617916733
9620,1.0174280864465e-08,0.244994377881067,1.51451452566257,1.22780277791937,9.24878305519006e-07,0.253236409811773,2.14705118907852
