Row,onekonebeta,onektwobetamodel,twokonebetamodel,twoktwobetamodel
sum_AIC,1727.15503439808,2360.1744032918,1741.49200429057,2446.17423112402
sum_BIC,1888.07832133616,2601.55933369892,1982.87693469769,2768.02080500018
sum_NLL,777.577517199039,1051.0872016459,741.746002145286,1051.08711556201
