subject_id,BIC_onekonebeta,BIC_onektwobetamodel,BIC_twokonebetamodel,BIC_twoktwobetamodel,k_self,k_other,beta
129,50.9084942788319,54.5084082814769,36.6856067804383,58.379612492386,0.499999762051299,0.243298359612822,1.94250489389933
155,46.4257960014201,68.6031782105443,50.2969970122869,72.4743759412977,1.48505528664597e-08,0.255226181372608,1.81952091221541
332,49.3250875353717,69.7700204688567,53.1962888241716,73.6412182797665,1.62055576854648e-07,0.251210179290865,1.51360680906905
548,28.5368206778759,53.2024977975358,32.4080216904749,57.0737149027909,2.65800939124612e-09,0.250052328935812,20.4028005240728
849,28.5368336125238,51.8161427045753,32.4080260856446,55.6874671912707,1.76662183126797e-10,0.397105851221689,15.0618464242551
893,29.9231280365687,55.9750386059575,33.7943287015419,59.8463033199884,1.38540965067006e-08,0.24952146274505,18.8717531752757
974,42.2035648572803,54.98068270731,48.5524155471698,58.8518837182179,0.113428840416073,0.250314431172362,1.84772540430773
1019,71.3065029490436,63.5395244525981,50.4701876448387,67.4107254635061,0.499999838631435,0.250094585763262,1.02527319361708
1083,60.7165951042705,71.0314579178079,65.760355445744,74.9026589287158,0.129609921292951,0.249997465372795,0.875298981563975
1126,36.1850452562475,57.9901427094537,40.0562462672331,61.8613437203049,8.81143007703143e-09,0.254744830617538,2.02294757693953
1252,59.865286422687,70.0778529844958,63.7364880736411,73.9490539909105,2.28943596553317e-08,0.246338955764657,0.888578474343123
1363,64.200490799439,68.0077751944959,68.0716766104809,71.8789786076402,7.51632809749834e-08,0.259218214126382,0.523670822114962
1388,42.7055014776846,51.1337432974405,42.3096559422634,55.0049436698131,0.143688195116377,0.249627074302863,1.04572832501254
1423,29.9231279955493,54.5887314342436,33.7943161875409,58.4599325331103,3.23666663707077e-09,0.381350279678268,19.1021060323325
1499,63.6021639543167,73.7601308946193,64.8844113230496,77.6313319055272,0.0993691238072908,0.250205797816359,0.853783161764252
1516,55.883301362742,62.9079414671614,59.7381031817079,66.7797366376403,0.0143261470494853,0.246918787330376,0.478916878787469
1817,25.7642467250848,50.4298610268173,29.6354305387377,54.30106208548,1.44773892950052e-09,0.250334605196535,21.2410403212843
1867,72.2293744109932,76.7714654957792,76.7694381653567,80.6421396487262,0.148183499028671,0.243328735678818,1.98150711380461e-08
1870,61.8574398327345,63.8322713504962,54.550912082501,67.7034724902001,0.252648148628717,0.249691267658485,0.88309694577479
2397,46.8394263775371,61.7338482702195,50.989794287124,65.6050492811273,0.162047121458376,0.249979202645679,1.72680369925047
2411,43.2163753315161,54.7800920052064,47.087576342418,58.6512936561389,7.36684128164906e-09,0.228375737809439,1.56262011894473
2431,53.7175549868447,71.4006265452219,57.51958970234,75.271827684129,0.0131632710776519,0.250027786834117,1.16208922494881
2690,53.6116647787249,70.9188385897002,54.9121907809448,74.7900396006081,0.061235908771063,0.24999422723016,1.53361880489696
2803,50.673568149332,58.2069555306841,65.795350010758,62.0781565427261,0.499999960228247,0.249957577103644,0.475242287308902
2854,29.9231280365687,55.9750386059575,33.7943287015419,59.8463033199884,1.38540965067006e-08,0.24952146274505,18.8717531752757
2899,56.6230908609034,68.4532305391929,60.0132437207896,72.3241120573498,0.0510068544247836,0.249751861338408,0.836883528582689
2939,7.74240202181578,11.6136030327237,11.6136030327237,15.4848040436316,0.1,0.1,0.1
2959,58.4060668476917,70.9926976333154,60.5130728848069,74.863899027554,0.078005419765296,0.249862098483543,0.996871731590939
2998,64.4811536982027,74.3658613399347,60.4985015450914,78.2370623508426,0.171231427417989,0.250931878149056,1.20212026465548
3103,44.4398002434893,65.6767088878673,46.0819984737446,69.5479098987753,0.0491337445252341,0.249311289512835,2.21592234636722
3178,48.4994033863874,64.5700248012993,52.3706043972863,68.4412258122076,6.5297233507041e-09,0.248528201648979,1.5874006539995
3210,44.78864502543,66.8634197583654,48.6598466763371,70.7346207693468,6.73634938094314e-09,0.249831528144135,1.79395645789696
3228,42.4511144123442,62.2262204763517,46.3223154232521,66.0974214872429,5.77918481900544e-09,0.25096767952907,2.18158239658946
3472,29.9231280015273,54.5888102927369,33.7943161015962,58.4600041909165,5.82064269982136e-09,0.354060112826626,19.5712942991379
3624,43.7532216042164,61.2984475621538,51.162381655488,65.1696485730617,0.139359027299038,0.250046903471766,1.57113623746422
3694,42.9159916092224,58.7187099295964,46.7871919850444,62.5899141405297,2.720091668167e-08,0.250223892670167,1.35971652603979
3771,49.4179392663668,64.1853978951873,53.2891410372785,68.05659570572,6.75743588496603e-09,0.232901357427355,1.53284658114747
3928,37.7493766309461,49.0435545290248,41.6205776418387,52.9147696885915,5.55434929251801e-09,0.233318943496463,2.04452179526741
3976,25.5758608574462,33.794313460151,18.5450913001427,37.6655170354925,0.499999869111882,0.250001368024273,30.558635746153
4164,54.2086109202286,49.0435667530064,58.079811931109,52.9147704710294,9.40044412654201e-09,0.224875001542282,0.987300261335931
4231,55.7011501310819,72.5634244288466,59.5723511419256,76.4346278397203,1.65382764161532e-07,0.249442932066555,1.06872292659838
4241,34.4797927208763,49.0435667820405,38.3509937318108,52.9147645939838,6.06316676007818e-09,0.246650560637017,2.6900041489806
4336,50.5510590827425,60.1355227463351,52.2456454590424,64.0070812423934,0.156496851446753,0.249893796913378,0.898399943257863
4423,28.8095898488676,42.1120949770762,32.6807908597779,45.983283543274,5.19970018978978e-09,0.192477963604777,2.63779651155663
4436,46.425796001455,64.5700216012994,50.2970122122358,68.4412226122074,2.20877435515298e-07,0.251283926446024,1.81952282138068
4625,66.6175696242302,71.2242611853182,71.2242613608722,75.0955324219352,0.21766830096877,0.272623197842699,9.73503661769449e-08
4883,50.2514715745132,59.6338180916601,52.6067828266395,63.5050191025681,0.0874430396202157,0.249784750339248,0.965489094611676
4920,29.9231480889706,54.5887377964643,33.7943295414609,58.4599925386414,1.45938568288659e-08,0.252560691897021,18.8751499514758
4961,37.5361247595187,57.0492772970395,41.4073257745077,60.9204783079647,1.3883927632485e-08,0.258538616676154,2.00760292552818
5096,29.9231280365687,55.9750386059575,33.7943287015419,59.8463033199884,1.38540965067006e-08,0.24952146274505,18.8717531752757
5113,72.6425987621177,59.2307765940567,41.0432126096829,63.1019776049647,0.499999994844037,0.215139173794527,1.88824394017661
5156,41.089932237729,64.5700216012997,44.9607084640189,68.4412219730446,0.000658865944305746,0.249744288632259,2.19732615932363
5273,41.0648992506958,60.8399257152044,44.9360204221361,64.7111271263017,2.19242299934157e-09,0.252196944751295,2.18158237977864
5495,55.4727305344178,71.0129109055591,57.4738766788983,74.884111916467,0.0628167798114883,0.250044722525741,1.27583533696715
5654,63.5630223469125,67.1350353991368,52.4162625474355,71.0062364100447,0.233471392322413,0.249797418155649,1.32556194399037
5822,29.9231280365687,55.9750386059575,33.7943287015419,59.8463033199884,1.38540965067006e-08,0.24952146274505,18.8717531752757
5835,22.9916561820139,46.2721154212324,26.86284118341,50.1421791454613,2.55104670247109e-09,0.139100986254642,20.9018134609346
5918,57.7773665034497,58.2069547706903,55.291698687147,62.0781597415607,0.499999616729845,0.250804580320093,0.912068429427879
6055,48.4994033863811,67.3818240764716,52.3706075972388,71.2530250859102,4.56616831377991e-08,0.251147244141656,1.58740111959999
6121,29.923128006428,55.9750523647832,33.7943200367911,59.8462267424588,1.74363986070173e-10,0.418786867086828,15.2613445413979
6246,72.8376680465365,66.0105541628128,53.9054010257881,69.8817551737206,0.499999885443252,0.25043253032065,0.912068461303468
6247,55.6603394870351,62.2078153092352,55.2868514901566,66.0790163211153,0.174626394163843,0.249228570934909,0.791282943466872
6324,56.4350075263951,69.3011112643511,55.2931283248356,73.1723122752588,0.111422818839905,0.250053954067035,1.27962230478512
6332,72.0508247834393,75.6152800920078,70.6592978653191,79.486484270894,0.277498678669045,0.246882944178302,0.47075230728739
6335,42.4761473993385,65.956319220054,46.3473484102979,69.827516973386,6.57121617902894e-09,0.251252044489354,2.19282481903751
6397,29.9231279978057,54.5887290156749,33.7943289885842,58.4599452218573,1.41739368191465e-08,0.249987442563794,18.7757725195243
6469,50.8843233482363,67.5163261767685,53.5181154888992,71.3875271876764,0.0473518382662111,0.250521635518467,1.57475994169313
6495,43.6006246477287,65.650180975302,47.4717464600425,69.5213819781948,1.3731312575772e-07,0.250418662864874,1.80423016800335
6604,29.9231280365687,55.9750386059575,33.7943287015419,59.8463033199884,1.38540965067006e-08,0.24952146274505,18.8717531752757
6644,72.5091176332749,77.740976397834,77.3415896513324,81.6121774087419,0.0222724350426647,0.247542266131288,0.213064989131104
6707,27.1505231114406,51.8161427080097,31.0217318023798,55.6873462418057,1.86848480969332e-10,0.420295945532097,15.2591278309262
6770,57.8032053352041,68.3705799474812,58.9224705535426,72.2417813423788,0.113342835774292,0.250077520708963,0.951985024398875
6802,43.0235856993389,57.7202621355394,42.713990181726,61.5914631464474,0.096257599391354,0.250871900813709,1.50448872358945
6996,56.262705163373,58.8865429812221,59.4297345307688,62.757744600128,0.499999473822266,0.253829020542152,0.0952225769372138
7047,22.9916526027978,46.2709622207206,26.8631690335331,50.1421790689019,4.01842804345423e-07,0.307883814113847,19.4298549526253
7107,51.6832862952794,67.3043263743864,55.5544876677818,71.1755267452938,2.67408826874727e-07,0.251608605927425,1.04804902570128
7389,34.631397640652,53.2024498589716,38.5025994115638,57.0736357704106,5.93390220802667e-09,0.253971359451071,2.77172795140965
7512,25.7642295264741,47.6572724501184,29.63543055693,51.5284696305975,7.5626068428279e-10,0.250428210101273,20.763211211035
7656,68.7215180876973,67.6877374716161,57.0593375640434,71.5589416751479,0.300331262786696,0.249826511872202,0.963526076286687
7772,50.9032960623783,62.7990996936791,54.7744970656146,66.6703013445842,1.61759052620606e-08,0.252253452589304,1.34621402414943
